"State.Code","County.Code","Latitude","Longitude","Datum","Sample.Duration","Metric.Used","Units.of.Measure","Observation.Count","Observation.Percent","Arithmetic.Mean","Arithmetic.Standard.Dev","X50th.Percentile","GEOID","total_population","total_no_vehicle","total_carpool_vehicle","total_private_vehicle","total_public_transit","ppt","tmax","tmin","tmean"
"56","007",41.79358,-107.08422,"WGS84","1 HOUR","Daily Maximum 1-hour average","Parts per billion",8002,91,9.187135,6.909134,7,"56007",15247,76,534,5825,10,328.300994873047,12.4130992889404,-1.0945999622345,5.65919971466064
"56","007",41.386944,-107.616667,"WGS84","1 HOUR","Daily Maximum 1-hour average","Parts per billion",6855,78,2.952431,2.19694,2.3,"56007",15247,76,534,5825,10,335.306976318359,11.9840993881226,-1.15590000152588,5.41409969329834
"56","009",43.42542,-105.388566,"WGS84","1 HOUR","Daily Maximum 1-hour average","Parts per billion",8303,95,9.612321,6.681102,7.7,"56009",13921,4,680,4917,284,488.119995117188,13.2546997070312,-1.01539993286133,6.11959981918335
"56","009",43.101281,-105.498931,"WGS84","1 HOUR","Daily Maximum 1-hour average","Parts per billion",8572,98,3.796143,3.043957,3.1,"56009",13921,4,680,4917,284,413.848876953125,12.6401996612549,-0.916999995708466,5.86159992218018
"56","013",42.529999,-108.720003,"WGS84","1 HOUR","Daily Maximum 1-hour average","Parts per billion",8563,98,0.821053,0.731855,0.7,"56013",39812,277,1619,12724,192,471.330993652344,9.31470012664795,-4.22300004959106,2.54579997062683
"56","013",43.081667,-107.549444,"WGS84","1 HOUR","Daily Maximum 1-hour average","Parts per billion",8423,96,1.578,0.82764,1.4,"56013",39812,277,1619,12724,192,375.608978271484,11.6430997848511,-2.06979990005493,4.7866997718811
"56","019",43.87483,-106.50974,"NAD83","1 HOUR","Daily Maximum 1-hour average","Parts per billion",6876,78,1.678777,1.446451,1.2,"56019",8487,93,442,3143,14,473.226989746094,13.1904993057251,-1.47369992733002,5.85839986801147
"56","021",41.08536,-104.52277,"NAD83","1 HOUR","Daily Maximum 1-hour average","Parts per billion",8208,94,8.637037,6.007367,6.7,"56021",98320,745,5138,39524,256,589.219970703125,14.7458000183105,-0.094700001180172,7.32550001144409
"56","021",41.182227,-104.778334,"WGS84","1 HOUR","Daily Maximum 1-hour average","Parts per billion",7768,89,10.792537,8.051952,8.7,"56021",98320,745,5138,39524,256,465.992889404297,14.3097991943359,0.617399990558624,7.46359968185425
"56","025",42.82231,-106.36501,"WGS84","1 HOUR","Daily Maximum 1-hour average","Parts per billion",8170,93,11.921866,8.796166,9.4,"56025",80333,410,3417,34437,232,478.930999755859,14.1999998092651,0.29119998216629,7.2455997467041
"56","025",42.8608,-106.23586,"WGS84","1 HOUR","Daily Maximum 1-hour average","Parts per billion",6495,74,11.434138,7.224845,9.7,"56025",80333,410,3417,34437,232,480.367980957031,14.2375993728638,0.499399989843369,7.3685998916626
"56","029",44.52612,-109.01673,"NAD83","1 HOUR","Daily Maximum 1-hour average","Parts per billion",6068,69,5.770472,4.714006,3.8,"56029",29148,254,1243,10312,52,366.621002197266,12.4491996765137,-0.452499985694885,5.99839973449707
"56","035",42.719,-109.753,"WGS84","1 HOUR","Daily Maximum 1-hour average","Parts per billion",8320,95,3.410541,4.927518,1.7,"56035",9880,18,713,3587,10,265.011901855469,10.4882001876831,-8.46780014038086,1.01020002365112
"56","035",42.7907,-110.0551,"WGS84","1 HOUR","Daily Maximum 1-hour average","Parts per billion",8574,98,1.362088,0.943379,1.1,"56035",9880,18,713,3587,10,252.44499206543,9.73610019683838,-7.7273998260498,1.00440001487732
"56","035",42.869824,-109.87076,"WGS84","1 HOUR","Daily Maximum 1-hour average","Parts per billion",8548,98,5.27493,4.562892,3.6,"56035",9880,18,713,3587,10,358.359985351562,10.0915994644165,-6.49749994277954,1.79709994792938
"56","035",42.486361,-110.098861,"WGS84","1 HOUR","Daily Maximum 1-hour average","Parts per billion",8471,97,3.118466,2.022826,2.4,"56035",9880,18,713,3587,10,150.252990722656,10.4567995071411,-7.58879995346069,1.43400001525879
"56","035",42.373499,-109.560498,"WGS84","1 HOUR","Daily Maximum 1-hour average","Parts per billion",8330,95,4.833708,3.024778,4.3,"56035",9880,18,713,3587,10,219.458892822266,10.543399810791,-7.68330001831055,1.43009996414185
"56","037",41.55643,-109.53044,"NAD83","1 HOUR","Daily Maximum 1-hour average","Parts per billion",342,4,29.335714,6.978054,32.6,"56037",43521,89,3204,16003,612,284.444885253906,12.6029996871948,-2.49269986152649,5.05509996414185
"56","037",41.677667,-108.024835,"NAD83","1 HOUR","Daily Maximum 1-hour average","Parts per billion",8040,92,11.62735,9.565605,9,"56037",43521,89,3204,16003,612,290.117004394531,12.3678998947144,-2.67799997329712,4.84499979019165
"56","037",41.750556,-109.788333,"WGS84","1 HOUR","Daily Maximum 1-hour average","Parts per billion",8451,96,6.558011,5.793085,4.9,"56037",43521,89,3204,16003,612,228.078887939453,12.3492994308472,-4.13369989395142,4.10780000686646
"56","039",43.48256,-110.74526,"NAD83","1 HOUR","Daily Maximum 1-hour average","Parts per billion",6556,75,4.447653,3.666461,3.5,"56039",23280,408,827,9669,493,501.671997070312,9.81309986114502,-4.92159986495972,2.44569993019104
"56","039",44.373056,-110.830833,"WGS84","1 HOUR","Daily Maximum 1-hour average","Parts per billion",3166,36,4.127536,2.253684,3.7,"56039",23280,408,827,9669,493,983.832946777344,7.06699991226196,-6.31969976425171,0.373599976301193
"56","041",41.373097,-111.042376,"WGS84","1 HOUR","Daily Maximum 1-hour average","Parts per billion",8625,98,5.356077,3.029528,5,"56041",20479,112,1532,6946,302,279.276000976562,11.4727993011475,-2.32850003242493,4.57200002670288
